STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2022,,0.674139,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2022,,0.595655,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2000,,0.943092,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2004,,0.851839,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2002,,0.689877,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2002,,0.913257,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2003,,0.69584,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2003,,0.833418,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2001,,0.911679,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2001,,0.747518,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2005,,0.707619,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2006,,0.736002,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2006,,0.894693,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2006,,0.822847,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2007,,0.88857,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2007,,0.732244,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2007,,0.837113,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2008,,0.820401,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2021,,0.644845,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2010,,0.702364,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2010,,0.80518,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2009,,0.862991,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2009,,0.718702,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2011,,0.706052,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2011,,0.758687,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2012,,0.747731,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2016,,0.752608,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2014,,0.662359,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2014,,0.807565,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2014,,0.739644,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2015,,0.808694,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2015,,0.66474,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2015,,0.778122,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2013,,0.695248,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2018,,0.687714,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2017,,0.770109,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2017,,0.630839,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2019,,0.669665,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2019,,0.647298,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,1997,,0.723814,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,1997,,0.969392,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,1997,,0.973062,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2003,,0.759222,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2003,,0.929842,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2003,,0.895887,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,1998,,0.720718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,1998,,0.968715,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,1999,,0.725819,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,1999,,0.806447,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2001,,0.694477,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2001,,0.816275,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2022,,0.651254,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2022,,0.694481,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2002,,0.900678,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2002,,0.742312,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2002,,0.823489,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2000,,0.805259,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2000,,0.704522,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2007,,0.709077,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2007,,0.809197,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2006,,0.696492,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2006,,0.84758,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2005,,0.769508,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2005,,0.916458,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2005,,0.872721,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2008,,0.783694,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2008,,0.701691,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2004,,0.875038,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2004,,0.9351,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2004,,0.765873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2010,,0.85478,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2010,,0.72705,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2010,,0.773262,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2021,,0.590962,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2021,,0.685872,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2021,,0.701989,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2009,,0.710094,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2009,,0.771345,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2012,,0.787246,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2012,,0.844301,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2012,,0.694976,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2015,,0.692551,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2015,,0.738694,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2011,,0.714129,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2011,,0.841361,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2011,,0.788739,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2019,,0.604131,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2019,,0.705954,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2019,,0.717745,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2017,,0.684601,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PPP,Purchasing power parities (PPP),TOT,Total,NATUSD,National currency units/US dollar,A,Annual,2017,,0.689895,,A,,,,,,,
