DATAFLOW,LAST UPDATE,freq,unit,s_adj,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2000-Q4,81.363,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2001-Q1,83.117,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2001-Q2,82.756,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2001-Q3,82.967,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2001-Q4,82.886,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2002-Q1,82.543,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2002-Q2,82.914,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2002-Q3,83.215,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2002-Q4,83.375,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2003-Q1,82.045,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2003-Q2,82.045,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2003-Q3,83.037,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2003-Q4,83.127,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2004-Q1,82.959,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2004-Q2,83.881,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2004-Q3,83.440,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2004-Q4,83.440,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2005-Q1,83.628,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2005-Q2,84.009,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2005-Q3,84.550,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2005-Q4,85.101,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2006-Q1,85.988,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2006-Q2,87.482,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2006-Q3,88.304,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2006-Q4,89.506,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2007-Q1,89.764,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2007-Q2,90.677,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2007-Q3,91.097,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2007-Q4,91.889,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2008-Q1,92.368,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2008-Q2,92.167,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2008-Q3,91.506,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2008-Q4,89.872,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2009-Q1,85.284,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2009-Q2,85.455,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2009-Q3,85.996,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2009-Q4,86.647,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2010-Q1,88.008,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2010-Q2,89.451,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2010-Q3,90.313,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2010-Q4,90.864,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2011-Q1,92.656,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2011-Q2,92.826,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2011-Q3,93.448,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2011-Q4,93.458,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2012-Q1,93.631,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2012-Q2,93.811,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2012-Q3,93.991,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2012-Q4,93.611,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2013-Q1,93.252,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2013-Q2,94.174,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2013-Q3,94.696,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2013-Q4,95.137,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2014-Q1,96.184,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2014-Q2,95.843,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2014-Q3,96.455,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2014-Q4,97.176,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2015-Q1,96.795,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2015-Q2,97.467,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2015-Q3,97.808,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2015-Q4,98.048,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2016-Q1,99.271,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2016-Q2,99.692,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2016-Q3,99.842,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2016-Q4,100.263,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2017-Q1,101.431,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2017-Q2,102.423,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2017-Q3,103.435,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2017-Q4,104.297,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2018-Q1,103.891,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2018-Q2,104.432,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2018-Q3,103.791,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2018-Q4,104.463,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2019-Q1,104.876,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2019-Q2,104.806,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2019-Q3,105.086,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2019-Q4,104.916,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2020-Q1,103.252,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2020-Q2,93.320,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2020-Q3,101.358,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2020-Q4,102.070,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2021-Q1,101.458,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2021-Q2,103.623,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2021-Q3,104.836,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2021-Q4,105.056,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2022-Q1,105.580,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2022-Q2,105.219,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2022-Q3,106.101,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2022-Q4,105.660,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2023-Q1,106.179,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2023-Q2,106.009,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2023-Q3,106.049,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2023-Q4,106.620,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2024-Q1,106.490,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2024-Q2,105.938,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross",Germany,2024-Q3,105.728,p,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997-Q1,74.510,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997-Q2,75.403,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997-Q3,75.966,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997-Q4,76.888,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998-Q1,77.302,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998-Q2,77.604,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998-Q3,78.001,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998-Q4,78.267,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999-Q1,78.969,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999-Q2,79.348,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999-Q3,80.373,,
ESTAT:NAMQ_10_A10(1.0),30/01/25 23:00:00,Quarterly,"Chain linked volumes, index 2020=100",Seasonally and calendar adjusted data,Total - all NACE activities,"Value added, gross","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999-Q4,81.171,,
